parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:10_x:2625.00_y:7125.00_zone:1,none,factor,18.500247695879395,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,10,icstrtlayer1,d,gr,,2625.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:11_x:2875.00_y:7125.00_zone:1,none,factor,42.98635028117561,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,11,icstrtlayer1,d,gr,,2875.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:12_x:3125.00_y:7125.00_zone:1,none,factor,34.68058075871778,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,12,icstrtlayer1,d,gr,,3125.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:13_x:3375.00_y:7125.00_zone:1,none,factor,35.229220229422125,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,13,icstrtlayer1,d,gr,,3375.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:14_x:3625.00_y:7125.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,14,icstrtlayer1,d,gr,,3625.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:15_x:3875.00_y:7125.00_zone:1,none,factor,33.79659526707407,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,15,icstrtlayer1,d,gr,,3875.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:16_x:4125.00_y:7125.00_zone:1,none,factor,43.55088612553695,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,16,icstrtlayer1,d,gr,,4125.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:17_x:4375.00_y:7125.00_zone:1,none,factor,28.963042354767524,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,17,icstrtlayer1,d,gr,,4375.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:18_x:4625.00_y:7125.00_zone:1,none,factor,35.938696484876274,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,18,icstrtlayer1,d,gr,,4625.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:11_j:19_x:4875.00_y:7125.00_zone:1,none,factor,25.182944390859838,15.0,50.0,icstrtlayer1,1.0,0.0,1,11,,0,19,icstrtlayer1,d,gr,,4875.00,7125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:0_x:125.00_y:6875.00_zone:1,none,factor,36.33830562305231,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,0,icstrtlayer1,d,gr,,125.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:1_x:375.00_y:6875.00_zone:1,none,factor,44.89200487179358,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,1,icstrtlayer1,d,gr,,375.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:2_x:625.00_y:6875.00_zone:1,none,factor,33.80939495814653,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,2,icstrtlayer1,d,gr,,625.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:3_x:875.00_y:6875.00_zone:1,none,factor,47.846234314839236,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,3,icstrtlayer1,d,gr,,875.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:8_x:2125.00_y:6875.00_zone:1,none,factor,34.409114148426305,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,8,icstrtlayer1,d,gr,,2125.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:9_x:2375.00_y:6875.00_zone:1,none,factor,36.59740417072735,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,9,icstrtlayer1,d,gr,,2375.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:10_x:2625.00_y:6875.00_zone:1,none,factor,24.552584126981934,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,10,icstrtlayer1,d,gr,,2625.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:11_x:2875.00_y:6875.00_zone:1,none,factor,32.3503112883043,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,11,icstrtlayer1,d,gr,,2875.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:12_x:3125.00_y:6875.00_zone:1,none,factor,28.784117734839164,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,12,icstrtlayer1,d,gr,,3125.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:13_x:3375.00_y:6875.00_zone:1,none,factor,31.819461848361453,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,13,icstrtlayer1,d,gr,,3375.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:14_x:3625.00_y:6875.00_zone:1,none,factor,36.97250857899955,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,14,icstrtlayer1,d,gr,,3625.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:15_x:3875.00_y:6875.00_zone:1,none,factor,37.894110323312184,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,15,icstrtlayer1,d,gr,,3875.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:16_x:4125.00_y:6875.00_zone:1,none,factor,31.4943251538002,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,16,icstrtlayer1,d,gr,,4125.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:17_x:4375.00_y:6875.00_zone:1,none,factor,28.859941407096667,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,17,icstrtlayer1,d,gr,,4375.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:18_x:4625.00_y:6875.00_zone:1,none,factor,33.39587704459949,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,18,icstrtlayer1,d,gr,,4625.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:12_j:19_x:4875.00_y:6875.00_zone:1,none,factor,39.76349880467133,15.0,50.0,icstrtlayer1,1.0,0.0,1,12,,0,19,icstrtlayer1,d,gr,,4875.00,6875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:0_x:125.00_y:6625.00_zone:1,none,factor,32.45849538266669,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,0,icstrtlayer1,d,gr,,125.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:1_x:375.00_y:6625.00_zone:1,none,factor,37.87563036349144,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,1,icstrtlayer1,d,gr,,375.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:2_x:625.00_y:6625.00_zone:1,none,factor,32.697497523938864,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,2,icstrtlayer1,d,gr,,625.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:3_x:875.00_y:6625.00_zone:1,none,factor,38.34732591833993,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,3,icstrtlayer1,d,gr,,875.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:8_x:2125.00_y:6625.00_zone:1,none,factor,45.11986487042938,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,8,icstrtlayer1,d,gr,,2125.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:9_x:2375.00_y:6625.00_zone:1,none,factor,33.710098584732776,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,9,icstrtlayer1,d,gr,,2375.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:10_x:2625.00_y:6625.00_zone:1,none,factor,27.990539789036475,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,10,icstrtlayer1,d,gr,,2625.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:11_x:2875.00_y:6625.00_zone:1,none,factor,35.12297021065161,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,11,icstrtlayer1,d,gr,,2875.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:12_x:3125.00_y:6625.00_zone:1,none,factor,43.19468428030831,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,12,icstrtlayer1,d,gr,,3125.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:13_x:3375.00_y:6625.00_zone:1,none,factor,36.316423166752166,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,13,icstrtlayer1,d,gr,,3375.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:14_x:3625.00_y:6625.00_zone:1,none,factor,40.87502479150697,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,14,icstrtlayer1,d,gr,,3625.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:15_x:3875.00_y:6625.00_zone:1,none,factor,26.447183539944763,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,15,icstrtlayer1,d,gr,,3875.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:16_x:4125.00_y:6625.00_zone:1,none,factor,35.669170521365245,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,16,icstrtlayer1,d,gr,,4125.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:17_x:4375.00_y:6625.00_zone:1,none,factor,27.620733804340645,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,17,icstrtlayer1,d,gr,,4375.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:18_x:4625.00_y:6625.00_zone:1,none,factor,29.643134457452945,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,18,icstrtlayer1,d,gr,,4625.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:13_j:19_x:4875.00_y:6625.00_zone:1,none,factor,44.72071503339867,15.0,50.0,icstrtlayer1,1.0,0.0,1,13,,0,19,icstrtlayer1,d,gr,,4875.00,6625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:0_x:125.00_y:6375.00_zone:1,none,factor,46.76245989149942,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,0,icstrtlayer1,d,gr,,125.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:1_x:375.00_y:6375.00_zone:1,none,factor,30.135184904595903,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,1,icstrtlayer1,d,gr,,375.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:2_x:625.00_y:6375.00_zone:1,none,factor,49.21795142506496,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,2,icstrtlayer1,d,gr,,625.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:3_x:875.00_y:6375.00_zone:1,none,factor,33.077305288075934,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,3,icstrtlayer1,d,gr,,875.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:8_x:2125.00_y:6375.00_zone:1,none,factor,33.82183972817555,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,8,icstrtlayer1,d,gr,,2125.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:9_x:2375.00_y:6375.00_zone:1,none,factor,40.393328701737765,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,9,icstrtlayer1,d,gr,,2375.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:10_x:2625.00_y:6375.00_zone:1,none,factor,36.921268646030384,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,10,icstrtlayer1,d,gr,,2625.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:11_x:2875.00_y:6375.00_zone:1,none,factor,24.30902817301091,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,11,icstrtlayer1,d,gr,,2875.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:12_x:3125.00_y:6375.00_zone:1,none,factor,43.79442280360155,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,12,icstrtlayer1,d,gr,,3125.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:13_x:3375.00_y:6375.00_zone:1,none,factor,38.760242478671955,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,13,icstrtlayer1,d,gr,,3375.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:14_x:3625.00_y:6375.00_zone:1,none,factor,31.91936397395457,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,14,icstrtlayer1,d,gr,,3625.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:15_x:3875.00_y:6375.00_zone:1,none,factor,42.17962615351977,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,15,icstrtlayer1,d,gr,,3875.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:16_x:4125.00_y:6375.00_zone:1,none,factor,36.895911909614185,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,16,icstrtlayer1,d,gr,,4125.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:17_x:4375.00_y:6375.00_zone:1,none,factor,32.4852747005201,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,17,icstrtlayer1,d,gr,,4375.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:18_x:4625.00_y:6375.00_zone:1,none,factor,36.10815695869718,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,18,icstrtlayer1,d,gr,,4625.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:14_j:19_x:4875.00_y:6375.00_zone:1,none,factor,29.343336583636884,15.0,50.0,icstrtlayer1,1.0,0.0,1,14,,0,19,icstrtlayer1,d,gr,,4875.00,6375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:0_x:125.00_y:6125.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,0,icstrtlayer1,d,gr,,125.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:1_x:375.00_y:6125.00_zone:1,none,factor,28.796797674722086,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,1,icstrtlayer1,d,gr,,375.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:2_x:625.00_y:6125.00_zone:1,none,factor,41.484171054354235,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,2,icstrtlayer1,d,gr,,625.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:3_x:875.00_y:6125.00_zone:1,none,factor,42.54458853594812,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,3,icstrtlayer1,d,gr,,875.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:8_x:2125.00_y:6125.00_zone:1,none,factor,32.74741689056864,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,8,icstrtlayer1,d,gr,,2125.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:9_x:2375.00_y:6125.00_zone:1,none,factor,42.9267515175211,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,9,icstrtlayer1,d,gr,,2375.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:10_x:2625.00_y:6125.00_zone:1,none,factor,21.6748581916978,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,10,icstrtlayer1,d,gr,,2625.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:11_x:2875.00_y:6125.00_zone:1,none,factor,33.5689553800623,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,11,icstrtlayer1,d,gr,,2875.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:12_x:3125.00_y:6125.00_zone:1,none,factor,30.6498744248361,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,12,icstrtlayer1,d,gr,,3125.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:13_x:3375.00_y:6125.00_zone:1,none,factor,35.57260252851339,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,13,icstrtlayer1,d,gr,,3375.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:14_x:3625.00_y:6125.00_zone:1,none,factor,35.77064068821886,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,14,icstrtlayer1,d,gr,,3625.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:15_x:3875.00_y:6125.00_zone:1,none,factor,35.123399806420565,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,15,icstrtlayer1,d,gr,,3875.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:16_x:4125.00_y:6125.00_zone:1,none,factor,36.83410455830569,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,16,icstrtlayer1,d,gr,,4125.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:17_x:4375.00_y:6125.00_zone:1,none,factor,31.99355763244408,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,17,icstrtlayer1,d,gr,,4375.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:18_x:4625.00_y:6125.00_zone:1,none,factor,23.18661645866903,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,18,icstrtlayer1,d,gr,,4625.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:15_j:19_x:4875.00_y:6125.00_zone:1,none,factor,40.92264383245545,15.0,50.0,icstrtlayer1,1.0,0.0,1,15,,0,19,icstrtlayer1,d,gr,,4875.00,6125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:0_x:125.00_y:5875.00_zone:1,none,factor,45.94595001153643,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,0,icstrtlayer1,d,gr,,125.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:1_x:375.00_y:5875.00_zone:1,none,factor,44.83800135877993,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,1,icstrtlayer1,d,gr,,375.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:2_x:625.00_y:5875.00_zone:1,none,factor,41.92412102081433,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,2,icstrtlayer1,d,gr,,625.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:3_x:875.00_y:5875.00_zone:1,none,factor,34.60456725974178,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,3,icstrtlayer1,d,gr,,875.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:8_x:2125.00_y:5875.00_zone:1,none,factor,38.29986129530624,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,8,icstrtlayer1,d,gr,,2125.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:9_x:2375.00_y:5875.00_zone:1,none,factor,36.21217556379576,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,9,icstrtlayer1,d,gr,,2375.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:10_x:2625.00_y:5875.00_zone:1,none,factor,32.476406351986704,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,10,icstrtlayer1,d,gr,,2625.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:11_x:2875.00_y:5875.00_zone:1,none,factor,25.77501420519495,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,11,icstrtlayer1,d,gr,,2875.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:12_x:3125.00_y:5875.00_zone:1,none,factor,37.72129198288424,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,12,icstrtlayer1,d,gr,,3125.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:13_x:3375.00_y:5875.00_zone:1,none,factor,35.2510463859657,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,13,icstrtlayer1,d,gr,,3375.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:14_x:3625.00_y:5875.00_zone:1,none,factor,38.615529327072856,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,14,icstrtlayer1,d,gr,,3625.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:15_x:3875.00_y:5875.00_zone:1,none,factor,32.68029537375086,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,15,icstrtlayer1,d,gr,,3875.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:16_x:4125.00_y:5875.00_zone:1,none,factor,39.05861528410427,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,16,icstrtlayer1,d,gr,,4125.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:17_x:4375.00_y:5875.00_zone:1,none,factor,38.37426246943277,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,17,icstrtlayer1,d,gr,,4375.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:18_x:4625.00_y:5875.00_zone:1,none,factor,28.49308937676485,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,18,icstrtlayer1,d,gr,,4625.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:16_j:19_x:4875.00_y:5875.00_zone:1,none,factor,30.526515278253974,15.0,50.0,icstrtlayer1,1.0,0.0,1,16,,0,19,icstrtlayer1,d,gr,,4875.00,5875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:0_x:125.00_y:5625.00_zone:1,none,factor,48.2471120218785,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,0,icstrtlayer1,d,gr,,125.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:1_x:375.00_y:5625.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,1,icstrtlayer1,d,gr,,375.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:2_x:625.00_y:5625.00_zone:1,none,factor,35.27870727349005,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,2,icstrtlayer1,d,gr,,625.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:3_x:875.00_y:5625.00_zone:1,none,factor,39.07328488981186,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,3,icstrtlayer1,d,gr,,875.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:8_x:2125.00_y:5625.00_zone:1,none,factor,30.493713394060745,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,8,icstrtlayer1,d,gr,,2125.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:9_x:2375.00_y:5625.00_zone:1,none,factor,41.748206439510724,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,9,icstrtlayer1,d,gr,,2375.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:10_x:2625.00_y:5625.00_zone:1,none,factor,39.815376438492706,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,10,icstrtlayer1,d,gr,,2625.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:11_x:2875.00_y:5625.00_zone:1,none,factor,28.282845863866253,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,11,icstrtlayer1,d,gr,,2875.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:12_x:3125.00_y:5625.00_zone:1,none,factor,33.245046368117364,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,12,icstrtlayer1,d,gr,,3125.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:13_x:3375.00_y:5625.00_zone:1,none,factor,37.69810321360543,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,13,icstrtlayer1,d,gr,,3375.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:14_x:3625.00_y:5625.00_zone:1,none,factor,40.677473545408446,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,14,icstrtlayer1,d,gr,,3625.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:15_x:3875.00_y:5625.00_zone:1,none,factor,30.413635846617403,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,15,icstrtlayer1,d,gr,,3875.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:16_x:4125.00_y:5625.00_zone:1,none,factor,33.38674872527575,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,16,icstrtlayer1,d,gr,,4125.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:17_x:4375.00_y:5625.00_zone:1,none,factor,34.341366526713436,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,17,icstrtlayer1,d,gr,,4375.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:18_x:4625.00_y:5625.00_zone:1,none,factor,38.79916285073491,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,18,icstrtlayer1,d,gr,,4625.00,5625.00,1
