,0,1,2,3,4,5,6,7,8,9,10,11
747,747,"(3, 15, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_16_13
748,748,"(0, 16, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_04
749,749,"(1, 16, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_04
750,750,"(2, 16, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_04
751,751,"(3, 16, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_04
752,752,"(0, 16, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_05
753,753,"(1, 16, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_05
754,754,"(2, 16, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_05
755,755,"(3, 16, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_05
756,756,"(0, 16, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_06
757,757,"(1, 16, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_06
758,758,"(2, 16, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_06
759,759,"(3, 16, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_06
760,760,"(0, 16, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_07
761,761,"(1, 16, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_07
762,762,"(2, 16, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_07
763,763,"(3, 16, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_07
764,764,"(0, 16, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_08
765,765,"(1, 16, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_08
766,766,"(2, 16, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_08
767,767,"(3, 16, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_08
768,768,"(0, 16, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_09
769,769,"(1, 16, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_09
770,770,"(2, 16, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_09
771,771,"(3, 16, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_09
772,772,"(0, 16, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_10
773,773,"(1, 16, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_10
774,774,"(2, 16, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_10
775,775,"(3, 16, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_10
776,776,"(0, 16, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_11
777,777,"(1, 16, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_11
778,778,"(2, 16, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_11
779,779,"(3, 16, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_11
780,780,"(0, 16, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_12
781,781,"(1, 16, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_12
782,782,"(2, 16, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_12
783,783,"(3, 16, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_12
784,784,"(0, 16, 12)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_17_13
785,785,"(1, 16, 12)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_17_13
786,786,"(2, 16, 12)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_17_13
787,787,"(3, 16, 12)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_17_13
788,788,"(0, 17, 3)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_04
789,789,"(1, 17, 3)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_04
790,790,"(2, 17, 3)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_04
791,791,"(3, 17, 3)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_04
792,792,"(0, 17, 4)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_05
793,793,"(1, 17, 4)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_05
794,794,"(2, 17, 4)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_05
795,795,"(3, 17, 4)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_05
796,796,"(0, 17, 5)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_06
797,797,"(1, 17, 5)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_06
798,798,"(2, 17, 5)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_06
799,799,"(3, 17, 5)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_06
800,800,"(0, 17, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_07
801,801,"(1, 17, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_07
802,802,"(2, 17, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_07
803,803,"(3, 17, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_07
804,804,"(0, 17, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_08
805,805,"(1, 17, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_08
806,806,"(2, 17, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_08
807,807,"(3, 17, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_08
808,808,"(0, 17, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_09
809,809,"(1, 17, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_09
810,810,"(2, 17, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_09
811,811,"(3, 17, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_09
812,812,"(0, 17, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_10
813,813,"(1, 17, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_10
814,814,"(2, 17, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_10
815,815,"(3, 17, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_10
816,816,"(0, 17, 10)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_11
817,817,"(1, 17, 10)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_11
818,818,"(2, 17, 10)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_11
819,819,"(3, 17, 10)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_11
820,820,"(0, 17, 11)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_18_12
821,821,"(1, 17, 11)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_18_12
822,822,"(2, 17, 11)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_18_12
823,823,"(3, 17, 11)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_18_12
824,824,"(0, 18, 6)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_07
825,825,"(1, 18, 6)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_07
826,826,"(2, 18, 6)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_07
827,827,"(3, 18, 6)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_07
828,828,"(0, 18, 7)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_08
829,829,"(1, 18, 7)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_08
830,830,"(2, 18, 7)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_08
831,831,"(3, 18, 7)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_08
832,832,"(0, 18, 8)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_09
833,833,"(1, 18, 8)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_09
834,834,"(2, 18, 8)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_09
835,835,"(3, 18, 8)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_09
836,836,"(0, 18, 9)",nodelay,15,45.0,1.0,0.25,0.01,0.45,999.0,999.0,01_19_10
837,837,"(1, 18, 9)",nodelay,15,70.0,1.0,0.25,0.01,0.45,999.0,999.0,02_19_10
838,838,"(2, 18, 9)",nodelay,15,50.0,1.0,0.25,0.01,0.45,999.0,999.0,03_19_10
839,839,"(3, 18, 9)",nodelay,15,90.0,1.0,0.25,0.01,0.45,999.0,999.0,04_19_10
